time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,5,5,1.0,1.0
2025-07-05 00:00:00+00:00,2,2,,
2025-07-06 00:00:00+00:00,3,2,2.0,1.0
2025-07-07 00:00:00+00:00,6,5,2.0,2.0
2025-07-08 00:00:00+00:00,5,5,10.0,4.0
2025-07-09 00:00:00+00:00,4,4,3.0,1.0
2025-07-10 00:00:00+00:00,3,3,3.0,2.0
2025-07-11 00:00:00+00:00,9,7,,
2025-07-12 00:00:00+00:00,4,4,,
2025-07-13 00:00:00+00:00,4,4,1.0,1.0
2025-07-14 00:00:00+00:00,2,2,7.0,3.0
2025-07-15 00:00:00+00:00,5,5,5.0,3.0
2025-07-16 00:00:00+00:00,4,4,2.0,1.0
2025-07-17 00:00:00+00:00,2,1,2.0,2.0
