time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-15 00:00:00+00:00,1,1,4.0,2.0
2022-12-16 00:00:00+00:00,1,1,6.0,4.0
2022-12-17 00:00:00+00:00,1,1,3.0,1.0
2022-12-18 00:00:00+00:00,1,1,2.0,1.0
2022-12-19 00:00:00+00:00,1,1,,
2022-12-20 00:00:00+00:00,2,2,14.0,3.0
2022-12-21 00:00:00+00:00,2,2,9.0,2.0
2022-12-22 00:00:00+00:00,1,1,5.0,3.0
2022-12-23 00:00:00+00:00,3,2,1.0,1.0
2022-12-24 00:00:00+00:00,2,2,6.0,2.0
2022-12-25 00:00:00+00:00,1,1,6.0,3.0
2022-12-26 00:00:00+00:00,1,1,3.0,2.0
2022-12-27 00:00:00+00:00,1,1,14.0,9.0
