time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-08 00:00:00+00:00,1.0,1.0,158,2
2023-07-09 00:00:00+00:00,1.0,1.0,8,5
2023-07-10 00:00:00+00:00,5.0,4.0,19,9
2023-07-11 00:00:00+00:00,2.0,2.0,58,9
2023-07-12 00:00:00+00:00,1.0,1.0,49,8
2023-07-13 00:00:00+00:00,2.0,2.0,40,9
2023-07-14 00:00:00+00:00,2.0,2.0,7,4
2023-07-15 00:00:00+00:00,1.0,1.0,23,2
2023-07-16 00:00:00+00:00,5.0,4.0,8,4
2023-07-17 00:00:00+00:00,2.0,2.0,9,3
2023-07-18 00:00:00+00:00,2.0,2.0,33,6
2023-07-19 00:00:00+00:00,1.0,1.0,64,5
2023-07-20 00:00:00+00:00,1.0,1.0,11,7
2023-07-21 00:00:00+00:00,,,9,5
