time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-08 00:00:00+00:00,2,2,9,5
2023-03-09 00:00:00+00:00,5,4,12,5
2023-03-10 00:00:00+00:00,2,2,4,2
2023-03-11 00:00:00+00:00,3,3,1,1
2023-03-12 00:00:00+00:00,5,4,5,3
2023-03-13 00:00:00+00:00,5,4,15,6
2023-03-14 00:00:00+00:00,2,2,20,6
2023-03-15 00:00:00+00:00,3,3,35,5
2023-03-16 00:00:00+00:00,2,2,5,4
2023-03-17 00:00:00+00:00,3,3,2,1
2023-03-18 00:00:00+00:00,2,2,4,3
2023-03-19 00:00:00+00:00,2,2,23,5
2023-03-20 00:00:00+00:00,4,3,25,7
2023-03-21 00:00:00+00:00,3,2,15,6
