time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-08 00:00:00+00:00,3.0,3.0,6.0,5.0
2022-12-09 00:00:00+00:00,1.0,1.0,9.0,3.0
2022-12-10 00:00:00+00:00,3.0,3.0,5.0,4.0
2022-12-11 00:00:00+00:00,1.0,1.0,5.0,3.0
2022-12-12 00:00:00+00:00,4.0,3.0,,
2022-12-13 00:00:00+00:00,1.0,1.0,7.0,3.0
2022-12-14 00:00:00+00:00,2.0,2.0,13.0,6.0
2022-12-15 00:00:00+00:00,1.0,1.0,4.0,2.0
2022-12-16 00:00:00+00:00,1.0,1.0,6.0,4.0
2022-12-17 00:00:00+00:00,1.0,1.0,3.0,1.0
2022-12-18 00:00:00+00:00,1.0,1.0,2.0,1.0
2022-12-19 00:00:00+00:00,1.0,1.0,,
2022-12-20 00:00:00+00:00,2.0,2.0,14.0,3.0
2022-12-21 00:00:00+00:00,,,9.0,2.0
