time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-13 00:00:00+00:00,1,1,1,1
2024-04-14 00:00:00+00:00,1,1,6,2
2024-04-15 00:00:00+00:00,6,3,10,5
2024-04-16 00:00:00+00:00,1,1,23,4
2024-04-17 00:00:00+00:00,2,2,2,1
2024-04-18 00:00:00+00:00,6,3,4,2
2024-04-19 00:00:00+00:00,1,1,8,3
2024-04-20 00:00:00+00:00,140,3,7,3
2024-04-21 00:00:00+00:00,54,2,29,4
2024-04-22 00:00:00+00:00,1,1,7,5
2024-04-23 00:00:00+00:00,1,1,6,4
2024-04-24 00:00:00+00:00,2,2,20,4
2024-04-25 00:00:00+00:00,2,2,16,6
2024-04-26 00:00:00+00:00,2,1,11,3
