time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-21 00:00:00+00:00,26,5,,
2025-10-22 00:00:00+00:00,8,3,2.0,2.0
2025-10-23 00:00:00+00:00,3,2,,
2025-10-24 00:00:00+00:00,6,5,4.0,3.0
2025-10-25 00:00:00+00:00,15,5,1.0,1.0
2025-10-26 00:00:00+00:00,8,3,18.0,1.0
2025-10-27 00:00:00+00:00,3,3,1.0,1.0
2025-10-28 00:00:00+00:00,1,1,,
2025-10-29 00:00:00+00:00,10,3,3.0,1.0
2025-10-30 00:00:00+00:00,4,4,5.0,3.0
2025-10-31 00:00:00+00:00,2,2,5.0,3.0
2025-11-01 00:00:00+00:00,4,3,2.0,1.0
2025-11-02 00:00:00+00:00,4,4,,
2025-11-03 00:00:00+00:00,12,3,1.0,1.0
